,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,label
1013,1.0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,9
1014,1.0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,8
1015,1.0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,8
1016,1.0,0.63,0.485,0.155,1.278,0.637,0.275,0.31,7
1017,1.0,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,10
1018,1.0,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,7
1019,1.0,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,10
1020,1.0,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,9
1021,1.0,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,9
1022,1.0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,10
1023,1.0,0.64,0.5,0.175,1.3940000000000001,0.4935,0.29100000000000004,0.4,9
1024,1.0,0.645,0.5,0.155,1.2205,0.6145,0.23600000000000002,0.3185,9
1025,1.0,0.645,0.52,0.175,1.636,0.779,0.342,0.43200000000000005,10
1026,1.0,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,7
1027,1.0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,7
1028,1.0,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,10
1029,1.0,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,9
1030,1.0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,9
1031,1.0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,8
1032,1.0,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,10
1033,1.0,0.65,0.525,0.185,1.6219999999999999,0.6645,0.3225,0.47700000000000004,9
1034,1.0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,8
1035,1.0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.40299999999999997,9
1036,1.0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,10
1037,1.0,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,8
1038,1.0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,9
1039,1.0,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,5
1040,1.0,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,10
1041,1.0,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435,9
1042,1.0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999,11
1043,1.0,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,11
1044,1.0,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,7
1045,1.0,0.69,0.505,0.2,1.8719999999999999,0.893,0.4015,0.48,9
1046,1.0,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,9
1047,1.0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,11
1048,1.0,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,10
1049,1.0,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,9
1050,1.0,0.715,0.525,0.185,1.56,0.6655,0.38299999999999995,0.405,10
1051,1.0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,10
1052,1.0,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,11
1053,2.0,0.185,0.13,0.045,0.028999999999999998,0.012,0.0075,0.0095,3
1054,2.0,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011000000000000001,2
1055,2.0,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,3
1056,2.0,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,3
1057,2.0,0.225,0.165,0.055,0.059000000000000004,0.027000000000000003,0.0125,0.015,3
1058,2.0,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.0215,3
1059,2.0,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,4
1060,2.0,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,6
1061,2.0,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,5
1062,2.0,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,4
1063,2.0,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,4
1064,2.0,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,5
1065,2.0,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,5
1066,2.0,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,5
1067,2.0,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,4
1068,2.0,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,5
1069,2.0,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,5
1070,2.0,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,5
1071,2.0,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,6
1072,2.0,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,5
1073,2.0,0.405,0.3,0.11,0.32,0.172,0.044000000000000004,0.09300000000000001,6
1074,2.0,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,6
1075,2.0,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106,5
1076,2.0,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,6
1077,2.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,6
1078,2.0,0.42,0.31,0.095,0.27899999999999997,0.1255,0.051,0.08800000000000001,5
1079,2.0,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,6
1080,1.0,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,6
1081,2.0,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,5
1082,2.0,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,6
1083,2.0,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,6
1084,2.0,0.445,0.345,0.105,0.409,0.1675,0.1015,0.11699999999999999,6
1085,2.0,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,6
1086,2.0,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109,7
1087,2.0,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,7
1088,2.0,0.45,0.34,0.12,0.4925,0.24100000000000002,0.1075,0.12,5
1089,2.0,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,6
1090,2.0,0.45,0.33,0.1,0.41100000000000003,0.1945,0.1,0.098,5
1091,2.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,5
1092,2.0,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,6
1093,1.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,6
1094,2.0,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.142,5
1095,2.0,0.475,0.35,0.11,0.4565,0.20600000000000002,0.099,0.13,5
1096,2.0,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,6
1097,2.0,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,7
1098,1.0,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,6
1099,2.0,0.5,0.375,0.14,0.5495,0.248,0.11199999999999999,0.1585,6
1100,2.0,0.5,0.375,0.12,0.542,0.215,0.11599999999999999,0.17,8
1101,2.0,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,7
1102,1.0,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,5
1103,1.0,0.505,0.39,0.125,0.5445,0.24600000000000002,0.15,0.1405,6
1104,2.0,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,7
1105,1.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,5
1106,2.0,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,8
1107,2.0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,7
1108,2.0,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,7
1109,1.0,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,8
1110,2.0,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,7
1111,2.0,0.52,0.38,0.125,0.5545,0.28800000000000003,0.1295,0.16699999999999998,7
1112,1.0,0.52,0.46,0.15,1.0190000000000001,0.523,0.1985,0.254,6
1113,2.0,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,7
1114,2.0,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,8
1115,1.0,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,8
1116,2.0,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,7
1117,2.0,0.53,0.4,0.125,0.617,0.27899999999999997,0.127,0.19,7
1118,2.0,0.535,0.39,0.125,0.599,0.2595,0.149,0.16899999999999998,8
1119,2.0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,9
1120,1.0,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,6
1121,1.0,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19,8
1122,1.0,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,8
1123,1.0,0.55,0.415,0.135,0.8145,0.42700000000000005,0.1855,0.175,7
1124,1.0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,7
1125,1.0,0.55,0.425,0.15,0.8315,0.41100000000000003,0.1765,0.2165,9
1126,1.0,0.56,0.43,0.145,0.8995,0.46399999999999997,0.1775,0.23399999999999999,8
1127,1.0,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,7
1128,1.0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,7
1129,1.0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,7
1130,1.0,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,8
1131,1.0,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002,7
1132,1.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,8
1133,1.0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,8
1134,1.0,0.57,0.445,0.145,0.8775,0.41200000000000003,0.217,0.22,7
1135,2.0,0.57,0.44,0.15,0.755,0.3425,0.16,0.22399999999999998,7
1136,1.0,0.575,0.46,0.145,0.9945,0.466,0.22899999999999998,0.265,6
1137,1.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,9
1138,1.0,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,8
1139,1.0,0.575,0.47,0.165,0.8690000000000001,0.435,0.19699999999999998,0.23800000000000002,8
1140,1.0,0.575,0.455,0.135,0.907,0.4245,0.19699999999999998,0.26,8
1141,2.0,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,9
1142,1.0,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,8
1143,1.0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,8
1144,1.0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,7
1145,1.0,0.58,0.455,0.195,1.859,0.945,0.426,0.441,8
1146,1.0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,8
1147,1.0,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,8
1148,1.0,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,7
1149,1.0,0.58,0.45,0.155,0.93,0.385,0.24600000000000002,0.265,8
1150,1.0,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,8
1151,1.0,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,6
1152,1.0,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24,7
1153,1.0,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,8
1154,1.0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,7
1155,1.0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,7
1156,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,9
1157,1.0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,8
1158,1.0,0.605,0.475,0.14,1.1175,0.555,0.257,0.27399999999999997,8
1159,1.0,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,9
1160,1.0,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004,8
1161,1.0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,7
1162,1.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,8
1163,1.0,0.61,0.47,0.165,1.052,0.498,0.242,0.267,8
1164,1.0,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,9
1165,1.0,0.615,0.465,0.15,0.9229999999999999,0.4615,0.1825,0.2415,8
1166,1.0,0.615,0.475,0.155,1.0270000000000001,0.447,0.25,0.285,8
1167,1.0,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,7
1168,1.0,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,7
1169,1.0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,7
1170,1.0,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,8
1171,1.0,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003,7
1172,1.0,0.63,0.47,0.155,1.1325,0.589,0.21100000000000002,0.287,7
1173,1.0,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,9
1174,1.0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,8
1175,1.0,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,9
1176,1.0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,9
1177,1.0,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,9
1178,1.0,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,8
1179,1.0,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,10
1180,1.0,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,10
1181,1.0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,9
1182,1.0,0.66,0.53,0.185,1.3459999999999999,0.546,0.2705,0.47600000000000003,10
1183,1.0,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,7
1184,2.0,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,8
1185,1.0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,8
1186,1.0,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,13
1187,1.0,0.685,0.52,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,9
1188,1.0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,8
1189,1.0,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,11
1190,1.0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,8
1191,1.0,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,9
1192,1.0,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,8
1193,1.0,0.7,0.575,0.19,2.273,1.095,0.418,0.638,11
1194,1.0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,8
1195,1.0,0.705,0.55,0.17,1.219,0.6395,0.23600000000000002,0.301,8
1196,1.0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,10
1197,1.0,0.715,0.55,0.19,2.0045,1.0465,0.40700000000000003,0.5075,11
1198,1.0,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,9
1199,1.0,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,9
1200,1.0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,9
1201,1.0,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,7
1202,1.0,0.725,0.505,0.185,1.9780000000000002,1.026,0.4255,0.4505,11
1203,1.0,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,11
1204,1.0,0.735,0.585,0.185,2.124,0.9520000000000001,0.55,0.5,10
1205,1.0,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,10
1206,1.0,0.75,0.57,0.21,2.2359999999999998,1.109,0.5195,0.545,10
1207,1.0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,10
1208,1.0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,9
1209,1.0,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,10
1210,2.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,5
1211,2.0,0.245,0.205,0.06,0.0765,0.034,0.013999999999999999,0.0215,3
1212,2.0,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,4
1213,2.0,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,4
1214,2.0,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,5
1215,2.0,0.305,0.215,0.065,0.1075,0.044000000000000004,0.0205,0.038,4
1216,2.0,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,4
1217,2.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,4
1218,2.0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,4
1219,2.0,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,5
1220,2.0,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052000000000000005,6
1221,2.0,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,4
1222,2.0,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,6
1223,2.0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,5
1224,2.0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,5
1225,2.0,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05,4
1226,2.0,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,5
1227,2.0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,7
1228,2.0,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,3
1229,2.0,0.365,0.27,0.085,0.1875,0.081,0.042,0.057999999999999996,5
1230,2.0,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,6
1231,2.0,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,6
1232,2.0,0.37,0.29,0.09,0.2445,0.08900000000000001,0.0655,0.075,6
1233,2.0,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,5
1234,2.0,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,4
1235,2.0,0.375,0.29,0.085,0.2385,0.11800000000000001,0.045,0.0695,6
1236,2.0,0.375,0.275,0.09,0.218,0.09300000000000001,0.0405,0.0755,5
1237,2.0,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,5
1238,2.0,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,7
1239,2.0,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,6
1240,2.0,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,5
1241,2.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,7
1242,2.0,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,8
1243,2.0,0.385,0.28,0.085,0.2175,0.09699999999999999,0.038,0.067,7
1244,2.0,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,6
1245,2.0,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,4
1246,2.0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,6
1247,2.0,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,7
1248,2.0,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,7
1249,2.0,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,4
1250,2.0,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,4
1251,2.0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,5
1252,2.0,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,6
1253,2.0,0.42,0.305,0.09,0.32799999999999996,0.168,0.0615,0.08199999999999999,5
1254,2.0,0.425,0.325,0.11,0.3335,0.17300000000000001,0.045,0.1,6
1255,2.0,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,6
1256,2.0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,6
1257,2.0,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,7
1258,2.0,0.43,0.315,0.095,0.37799999999999995,0.175,0.08,0.1045,7
1259,2.0,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,6
1260,2.0,0.44,0.34,0.12,0.43799999999999994,0.2115,0.083,0.12,8
1261,2.0,0.45,0.33,0.105,0.44799999999999995,0.20800000000000002,0.08900000000000001,0.12,8
1262,2.0,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126,7
1263,1.0,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245,7
1264,2.0,0.455,0.33,0.1,0.37200000000000005,0.358,0.0775,0.11,7
1265,2.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,6
1266,2.0,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,8
1267,1.0,0.46,0.365,0.125,0.4785,0.20600000000000002,0.1045,0.141,7
1268,2.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,10
1269,2.0,0.47,0.365,0.1,0.41100000000000003,0.175,0.0855,0.135,7
1270,2.0,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,7
1271,2.0,0.47,0.355,0.12,0.39299999999999996,0.16699999999999998,0.0885,0.115,7
1272,2.0,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,7
1273,2.0,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,7
1274,2.0,0.475,0.36,0.11,0.49200000000000005,0.21100000000000002,0.11,0.15,7
1275,2.0,0.48,0.37,0.125,0.5435,0.244,0.10099999999999999,0.165,8
1276,2.0,0.48,0.355,0.115,0.4725,0.2065,0.11199999999999999,0.132,7
1277,2.0,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,7
1278,2.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,7
1279,2.0,0.495,0.38,0.13,0.5125,0.2185,0.11599999999999999,0.16,6
1280,1.0,0.495,0.395,0.12,0.5529999999999999,0.22399999999999998,0.1375,0.16699999999999998,7
1281,2.0,0.5,0.38,0.135,0.594,0.2945,0.10400000000000001,0.1565,8
1282,1.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,8
1283,2.0,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,8
1284,2.0,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,8
1285,2.0,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,6
1286,2.0,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,8
1287,2.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,7
1288,2.0,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,6
1289,2.0,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.171,7
1290,2.0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,6
1291,2.0,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205,12
1292,2.0,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,8
1293,2.0,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,9
1294,2.0,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,8
1295,2.0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998,8
1296,1.0,0.525,0.42,0.155,0.8420000000000001,0.428,0.1415,0.2045,8
1297,2.0,0.53,0.415,0.13,0.6940000000000001,0.3905,0.111,0.16699999999999998,8
1298,2.0,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,9
1299,2.0,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.18899999999999997,8
1300,2.0,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,8
1301,2.0,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,8
1302,2.0,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,7
1303,1.0,0.535,0.41,0.13,0.7145,0.335,0.14400000000000002,0.2075,8
1304,1.0,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.19399999999999998,8
1305,1.0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,9
1306,2.0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.22899999999999998,8
1307,2.0,0.545,0.435,0.135,0.7715,0.37200000000000005,0.14800000000000002,0.22699999999999998,7
1308,1.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,8
1309,2.0,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,9
1310,2.0,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,7
1311,2.0,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,10
1312,1.0,0.55,0.405,0.125,0.6509999999999999,0.2965,0.13699999999999998,0.2,8
1313,1.0,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,8
1314,2.0,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,9
1315,2.0,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,8
1316,1.0,0.555,0.44,0.14,0.8705,0.40700000000000003,0.156,0.255,8
1317,2.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,9
1318,2.0,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,8
1319,2.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,8
1320,2.0,0.56,0.425,0.135,0.8205,0.3715,0.185,0.23600000000000002,8
1321,2.0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,8
1322,1.0,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,9
1323,2.0,0.56,0.455,0.145,0.9740000000000001,0.547,0.1615,0.235,8
1324,2.0,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,10
1325,1.0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,7
1326,1.0,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.21899999999999997,7
1327,1.0,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685,10
1328,2.0,0.57,0.45,0.145,0.7509999999999999,0.2825,0.2195,0.2215,9
1329,2.0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,7
1330,1.0,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,8
1331,1.0,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,9
1332,2.0,0.57,0.44,0.13,0.7665,0.34700000000000003,0.1785,0.20199999999999999,9
1333,1.0,0.57,0.435,0.125,0.8965,0.38299999999999995,0.1835,0.275,8
1334,1.0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,9
1335,1.0,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,8
1336,1.0,0.575,0.46,0.155,0.892,0.4415,0.17600000000000002,0.22,9
1337,1.0,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,9
1338,1.0,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,9
1339,1.0,0.58,0.445,0.15,0.858,0.4,0.156,0.253,7
1340,1.0,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,8
1341,1.0,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,9
1342,2.0,0.585,0.475,0.16,1.0505,0.48,0.23399999999999999,0.285,9
1343,1.0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.27399999999999997,9
1344,1.0,0.585,0.47,0.165,1.409,0.8,0.22899999999999998,0.295,9
1345,1.0,0.585,0.475,0.15,1.065,0.5315,0.19899999999999998,0.2885,9
1346,1.0,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,7
1347,2.0,0.59,0.445,0.135,0.7715,0.32799999999999996,0.1745,0.23,8
1348,1.0,0.59,0.47,0.18,1.187,0.5985,0.22699999999999998,0.31,8
1349,1.0,0.59,0.455,0.155,0.8855,0.38799999999999996,0.188,0.275,9
